class_name,accuracy,S_0,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15,S_16,S_17
swing dancing 342,0.12,0.3976463684082031,0.6081257306416831,0.5584384335835774,0.3582151002248129,0.25472706845601395,0.5642353009541828,0.38089550132751476,0.273817235883077,0.46714989827473963,0.435680670674642,0.37903636720180517,0.4697915977478027,0.44572653331756584,0.3840379639128845,0.30703236834208175,0.3364079055150351,0.2747226997375488,0.31569026387532556
push up 260,0.10416666666666667,0.1874815289758974,0.20224573127925394,0.17655961889359684,0.19051364508767918,0.17397596977599375,0.1714018734544516,0.1598540982024537,0.15600597305740746,0.10026302116198672,0.0806874632762952,0.05518798558765816,0.09754993027800483,0.09298715244254306,0.07404840271764745,0.14848114551898714,0.12087034673636986,0.15221694414245177,0.1116930569123684
arm wrestling 6,0.10204081632653061,0.4565986420832525,0.3419043201978515,0.3126282652867895,0.26978697692861353,0.20582554460382785,0.2892516332824214,0.20379554489640153,0.16320547557606987,0.10844663165053545,0.05493452443633557,0.019055748335054135,0.10669476216291489,0.04209663284828468,0.01752068054032366,0.349474253297663,0.3509985734005365,0.22617428522937158,0.26298830106955806
breading or breadcrumbing 33,0.10204081632653061,0.11127864050419156,0.10561411772835619,0.09455680413412394,0.08963234720029398,0.08354608956572351,0.09684826596621045,0.092124421780004,0.08466969320461865,0.053176836899044545,0.01358231270292989,0.003251122452673458,0.05358523790958988,0.014608809634485624,0.0033616666882267205,0.10046959234540967,0.10541391069183545,0.05465316389592327,0.06671775612422601
gymnastics tumbling 147,0.10204081632653061,0.1280865632798396,0.2699876881943268,0.24264397634129933,0.15321081563729005,0.11140424993573406,0.24515105425906017,0.15314010256812682,0.11689401427093814,0.22116942172147785,0.19109159886026056,0.15182598463988226,0.2208989094714729,0.1954572466968679,0.15505234792423084,0.10185738087714125,0.10816169933599679,0.09956717541428653,0.11179527196754406
setting table 287,0.10204081632653061,0.16276778969026745,0.17153020191456186,0.15694156552101074,0.1331370072994305,0.11349261942161183,0.15575663282250873,0.11600816254915836,0.10200033859229414,0.0850372446368949,0.040103026491140004,0.014254829779672781,0.08618381123571672,0.038680272312695475,0.012994897962123357,0.14637754973708367,0.13462799154576802,0.12002795993192059,0.09049292494587247
testifying 354,0.10204081632653061,0.5342541782872205,0.4413986735441248,0.3838935710621527,0.21132095227436143,0.15882806209479866,0.39995952398598594,0.23776751511761932,0.17289778978240736,0.10890064527464358,0.044491938755017564,0.02799122439558003,0.1058071104826114,0.040186462833666475,0.021316701160604447,0.5065004091846701,0.5198941145137865,0.3086549653163573,0.3884385714956186
trimming trees 366,0.10204081632653061,0.05731010173149663,0.10434214172922834,0.09406295910781742,0.06264003327534516,0.04642193907732461,0.09366244878898672,0.06188666715001573,0.04330625829926762,0.06898646296287068,0.04780758489404813,0.034113469871179185,0.06776741479884604,0.04659768702728408,0.03184860535878308,0.04859812991655602,0.04796894579188153,0.051707347026665004,0.04509799384847788
water skiing 383,0.10204081632653061,0.11057727731409527,0.16178540792594964,0.14727129177982307,0.09869431958109345,0.07342598638693694,0.14526778938818952,0.09606115443974125,0.0772769385191048,0.11522574758195149,0.09349431918845288,0.07882129233558567,0.11340374118591448,0.0920530602508256,0.07569448943319572,0.09775391386479751,0.09734064576982639,0.08582285889760166,0.08215584994122688
crawling baby 77,0.1,0.19699006843566905,0.18642343273162837,0.1665051344871521,0.15531556744575498,0.15089266717036565,0.1532443016370138,0.13137026836872098,0.12584220027128853,0.0666272342522939,0.05627376559674741,0.0357645665064454,0.05809696606000267,0.03825976636012396,0.027558900366226834,0.19516056518157324,0.15687386719385782,0.18623683453400933,0.10524873254299165
hopscotch 156,0.1,0.206809833629926,0.3684813989003499,0.3367545317331948,0.2662634663899739,0.2268051677385966,0.340985396194458,0.2764087334314983,0.24043440090815224,0.30917493376731875,0.3075798665920894,0.28660436483224244,0.30636366640726725,0.3039618985176087,0.2792535698493321,0.16363863130013143,0.16642426696221033,0.1524433672904968,0.17086043396790823
riding camel 268,0.1,0.2899849688529968,0.4564494354248047,0.4270887002309163,0.28611046644846605,0.21540906484921765,0.42471253623962396,0.2999251319885254,0.21764520091613146,0.33500299914677945,0.2401943001906077,0.17760259938240053,0.3377796965758006,0.2575766973853111,0.20202643523613606,0.24186993328730255,0.24893866632779435,0.22170633258819572,0.2369527680754661
skydiving 312,0.1,0.16518533340692518,0.1605515011149148,0.13731309981346132,0.10292940019766487,0.09358596662680307,0.14025553533236187,0.0995677997191747,0.08526590015689532,0.07426993274688719,0.05205193281794588,0.030922766808668775,0.0739091994524002,0.05298376688758532,0.03354213327988983,0.1333208318784833,0.15297990088760852,0.08016503318548202,0.11444033353924749
driving car 103,0.08333333333333333,0.19479353970123658,0.1949643731613954,0.17147416540318064,0.10620066083346806,0.07524729167318178,0.16429892311079639,0.0974059024898128,0.06411374956421141,0.06680170114462572,0.038412811975770934,0.030760173354065046,0.06614392357257504,0.037392638375361754,0.03020968824133484,0.17749364229953948,0.1688351401138223,0.11925437343824243,0.1308332290102003
bowling 31,0.08163265306122448,0.09140670018536703,0.2664591828008898,0.24764224394953174,0.1916551363326254,0.1320400345984365,0.23653802537695082,0.1594347609336279,0.10658867320033157,0.18520693759833062,0.16763095268992337,0.13984979461549088,0.18182901371903973,0.17003557946304879,0.14153020337376057,0.07353863923322587,0.07377231251929893,0.17515591734120634,0.13215693806659204
gargling 137,0.08163265306122448,0.42363380915453636,0.29947561217509977,0.24798200553473165,0.1837641500995881,0.12863156378395907,0.24714027192063479,0.16894326433944865,0.10760115617696117,0.05998972875047095,0.022068129153985556,0.014225952599679128,0.05851241623260538,0.01790227870045065,0.013982550544651593,0.39851789098207635,0.38694601951002267,0.22956180314628438,0.22815588309651322
hula hooping 159,0.08163265306122448,0.28873615401131764,0.3656948678023151,0.3299070037789895,0.24757003227869667,0.20008765317955796,0.33130119223172966,0.24361500001278055,0.19312000122200068,0.2565809816892456,0.24307139637924374,0.21251863944743365,0.2566765296215914,0.24249585119842673,0.20866068138912025,0.2531441124929052,0.27093534223887383,0.18929523756714903,0.1946583336713362
picking fruit 214,0.08163265306122448,0.21527952427766756,0.2455658176967076,0.2153093851829062,0.1229013930859209,0.09381564566878235,0.21370023967457474,0.12890765170661767,0.09707986463494854,0.10896445702533329,0.07512673517651094,0.041650271369334385,0.11314295885514239,0.08437690401462473,0.04882785675477009,0.17693605541371965,0.19102289160903613,0.15464234785157813,0.1507946937586985
playing poker 242,0.08163265306122448,0.3798646579186121,0.32865605816650545,0.29114615494702145,0.24578367181375732,0.22768095068380126,0.2921167350788505,0.23605207556364485,0.20318901443562543,0.10163166587348701,0.01388629212975502,0.005307040845430424,0.10436289167525821,0.014759455745292159,0.007812653142882852,0.35895105464650046,0.36550119031651485,0.2336486387369382,0.23413554222354677
playing tennis 246,0.08163265306122448,0.22605261457209685,0.3575955457752253,0.33651724533158905,0.26109672984298393,0.21658761813527055,0.32985904458428733,0.2408615656450491,0.19557639352495773,0.2918652729436653,0.28158040734375417,0.23328252057639923,0.2877850010605897,0.27982693763006294,0.23297347001744062,0.1957208832105001,0.1858638781734876,0.17841040677764786,0.18032306192075315
punching person (boxing) 259,0.08163265306122448,0.4200059538876929,0.5133976153411021,0.46647663331558914,0.3340317692399836,0.24660884286270668,0.4641168070609877,0.34470846844368236,0.25140044893537244,0.29406609012967067,0.20788020587367867,0.1584022116316419,0.2965058866974448,0.21763194090401639,0.15745918505958148,0.3431238454620855,0.3606074816272373,0.3164160520922975,0.3197619073042253
using segway 375,0.08163265306122448,0.28348445400494304,0.4511208855051571,0.41295221283322286,0.31814836838212956,0.25283962533992976,0.41710203641125954,0.31377200830550417,0.2447790817237225,0.32292857322664487,0.29286676531949,0.23260574752781668,0.3254839118990769,0.3015603738080483,0.23185220962428324,0.23254768901333517,0.25326601905482155,0.2286732981845635,0.24901108676884448
checking tires 54,0.08,0.11882336840480563,0.1099085342943668,0.09582569936563572,0.08144019869938492,0.07317409959584475,0.09304766799559194,0.07643810126967727,0.07112056580086548,0.04758600006252529,0.04193660018282632,0.02850636694033941,0.04665286631137132,0.037795233441889294,0.03100649984131256,0.09605506564180058,0.10168360005617146,0.062429499713207284,0.08767966672678787
climbing ladder 67,0.08,0.09790136760671932,0.21551560123364133,0.19491606419086463,0.1395522000585993,0.11211789931058883,0.1946450020114581,0.12887973344524697,0.09857846632003786,0.15694273457030455,0.1513686650077502,0.12346073564390342,0.15648849956790603,0.15108789856880908,0.12165109968533118,0.07867703340947627,0.07845526730567215,0.10967616575956342,0.09446449949443339
egg hunting 118,0.08,0.21821473391850796,0.3619107051849366,0.32801690044403076,0.25045490290323885,0.2061443335572879,0.32778173376719155,0.2573180015405019,0.2057899006168048,0.25871766522725426,0.22729646881818777,0.19814783659180002,0.26006180229187004,0.2326120999356111,0.19800673201580848,0.17589170153935746,0.17769636704126993,0.17616723427772527,0.19118210056622828
grinding meat 144,0.08,0.0693930001894633,0.06417866659859817,0.05363183218042055,0.03140916696985564,0.026519799899682405,0.05689153420726458,0.03830473350087802,0.030498600214719764,0.01685236683885256,0.0038070666755239163,0.001858100011944771,0.017634100061655045,0.0045554333721598,0.002757466735194126,0.06378796758502724,0.06138763304427266,0.04619863324016332,0.041366766624649366
hammer throw 148,0.08,0.15600986547470094,0.346021900431315,0.3186625019073486,0.20999663391113285,0.169633065923055,0.3127439016977947,0.1978585667292277,0.15198140095869697,0.29664390093485515,0.2947544341405233,0.2680767678896586,0.29315726648966467,0.29373026593526214,0.268379399617513,0.12729620010654133,0.13278986582756042,0.13746583340962729,0.1647913336912791
juggling soccer ball 171,0.08,0.23742063259184357,0.36068290127317115,0.34001210351834693,0.2848926999807359,0.25455903332432117,0.3383062977095445,0.27830636573930584,0.24438623286684358,0.2916811647454897,0.3058207694411277,0.27823150125890966,0.29063203393618264,0.3068734330743551,0.2790545352409283,0.20178493235111236,0.2009477348685265,0.18876340061426164,0.2014414362497628
news anchoring 202,0.08,0.3604530025482178,0.33321280390421554,0.29569603312810266,0.22436630120277415,0.1949959350893895,0.2974629012425741,0.2191977338155111,0.18624133181124922,0.12675686738540728,0.04377606567864617,0.026125199746588862,0.13239300000667575,0.04929756583546598,0.027362867255508898,0.3498108651479084,0.3500370962778727,0.25909463475545247,0.25731876748402915
playing bass guitar 221,0.08,0.13346023377925154,0.1462711329244077,0.11745896379003921,0.07375160003080962,0.061149267432962846,0.13642233396371203,0.07589889973650377,0.04905369988804062,0.03811016643568872,0.010942533493662875,0.0035286666691303255,0.03693263205687205,0.010705300036072724,0.0038108332935720677,0.12037400140265624,0.1125025333856543,0.08106199930061896,0.04703106654932103
playing chess 224,0.08,0.30172869900862376,0.24050829914907612,0.2147085346440474,0.17019216820398966,0.15030086874564494,0.20760543166299658,0.15651356762647628,0.12141370159784952,0.08497410119573277,0.05153793373455604,0.021607333399603763,0.08579533332784971,0.05138556566437086,0.02474339919189612,0.24737693311969441,0.22576470028956724,0.17151106658776602,0.15476200053592523
swimming breast stroke 340,0.08,0.11824096497297287,0.2053166683832804,0.18474719909032186,0.10653666778107486,0.07398339881549279,0.18103303525050482,0.10534610133965806,0.07351710037440062,0.11100203355252743,0.06768580045488974,0.04959953430891036,0.10841646751003958,0.06778546662156781,0.05042546706981958,0.10165790025393172,0.09836076598564782,0.09454943344195688,0.09445840026140216
dancing gangnam style 86,0.0625,0.39804895838101695,0.448876668744617,0.40170319411489697,0.2898274985949198,0.23528312477800575,0.4047668088144727,0.284178682681587,0.22662475673688784,0.2803310053712792,0.2512204167422734,0.1997472530712063,0.2824903820620642,0.2553213205954267,0.20937229166945656,0.3655766630835003,0.3656389262278874,0.2624600341584947,0.2579852754705482
balloon blowing 12,0.061224489795918366,0.2789568317869082,0.19501023774447088,0.16725227869388196,0.14199653085397215,0.13783506619484248,0.17273432039484685,0.14494874393250673,0.13238826649935065,0.07046193936345528,0.060909796267443785,0.017144013954339187,0.06889557775996981,0.05723819745894598,0.015436904699776042,0.2686110883829546,0.259784726652057,0.1589323476631017,0.15988935254945028
belly dancing 18,0.061224489795918366,0.45060279004427845,0.4923598632682748,0.4523913570326201,0.33474663179747927,0.2730196951684497,0.45193333450628786,0.3101842186726681,0.24460085070863066,0.31899347146352136,0.2229049633483902,0.16856431741482855,0.3189043221830511,0.22635707375954606,0.17250795977304176,0.41715727617951476,0.41398938639634325,0.26718442498421185,0.24819452765847552
hugging 158,0.061224489795918366,0.3518343544492915,0.29533187103920244,0.2590721728931479,0.1980310203449256,0.16725544153630326,0.2543498278312943,0.17551608797644272,0.13996598648578945,0.1323724506217606,0.08595312862169173,0.05020537427949662,0.13529843406004158,0.08650421821848064,0.04919173406297659,0.3136608175031182,0.3103028244509988,0.21773404752316117,0.20347503325870245
massaging back 193,0.061224489795918366,0.1002330585923933,0.1077332982400648,0.09918006935137877,0.09465999915460949,0.08134340132428271,0.09357612428717876,0.087467858055163,0.07283329949391132,0.035190000444346545,0.020988775749950582,0.015469013284258292,0.03802411578899744,0.020992652807562115,0.014319659759651642,0.08554200697563537,0.07932857100351327,0.08490959203783041,0.05420465940977035
massaging legs 195,0.061224489795918366,0.08131228031349833,0.06944962445012973,0.0612137757230322,0.0718230936448185,0.0612481974209754,0.06295370785177361,0.06705227835243252,0.052709897796617076,0.022834149143931014,0.017747789043046178,0.008674115589534749,0.025891292228483832,0.024457754986677443,0.012493979772489497,0.06022329903176039,0.060575578604527086,0.04405146353073468,0.04665523723097278
playing accordion 217,0.061224489795918366,0.427521053885116,0.3556011205141237,0.31927782243611863,0.24589748510698078,0.24181305940459374,0.287235167626621,0.13470088466900543,0.1164323815434766,0.13538350306806116,0.09991646417397627,0.06596567941816893,0.12898914992201088,0.09063748256461758,0.06097649659023802,0.3980447994932836,0.4026575881283301,0.23446411568088601,0.2570039441958577
smoking hookah 317,0.061224489795918366,0.23262959335126032,0.17024465963143073,0.14205115915155736,0.09169642760513388,0.07091296077040689,0.139656428617685,0.08271217862460889,0.06157734668173758,0.0424650685960541,0.024927143738256625,0.011879388096482575,0.043189217656546694,0.028344081319412413,0.01128874169510542,0.22887486553516517,0.21334962322192935,0.15834136098826007,0.10369102123237793
walking the dog 378,0.061224489795918366,0.1151354081533393,0.23755244806510248,0.21458438535936844,0.1499011558578128,0.11785102123229886,0.21520676779909198,0.16198364081025934,0.13664279143826494,0.18070101865700314,0.17132727955879815,0.14879785862884345,0.1802342520106812,0.17332744717192491,0.1520577224333878,0.09332601930591322,0.09955932111967178,0.10943823214696378,0.12725241496043949
canoeing or kayaking 42,0.06,0.14410303309758501,0.19895216639041904,0.17621676921447116,0.12713196910818417,0.10347669942975043,0.17972663584550222,0.13733813450237115,0.11521003294040756,0.10863583316927158,0.05925436644305786,0.032428899802267555,0.1121330334252367,0.06376866688330969,0.03284483354836701,0.11812806611657141,0.13391960119605065,0.09552373401398459,0.11943749986290932
capoeira 43,0.06,0.4454449347813925,0.6535783316294353,0.60887423286438,0.4339152314662933,0.32115130256811775,0.6141733671188355,0.4530526018778483,0.34758033643563585,0.5400846285025279,0.4846731332818665,0.42239226914246886,0.5389449664115906,0.4859272676070531,0.421243899822235,0.3896938360532124,0.4076622003873189,0.28189706805547077,0.3215389678319295
country line dancing 75,0.06,0.38869586647103227,0.6241018929163615,0.5968097661972043,0.4651966312567394,0.3931330341498058,0.5959084343592327,0.4443214285532634,0.365634100151062,0.5253223639766373,0.5441792013804119,0.4955057308038077,0.5166860315243402,0.5362410996754964,0.4873578671773275,0.3192612680971623,0.3236326684315998,0.3069090014616648,0.30353932813008627
eating cake 110,0.06,0.3339926341613134,0.2362969329833984,0.19497796840667717,0.14828543327351412,0.14047220074633757,0.19780426538785303,0.14649300081729888,0.13199529878770316,0.05213149978121121,0.022786599333087607,0.01340456622975568,0.05543466678460438,0.02937783247431119,0.018140233413130046,0.3266609644836436,0.3325727628807229,0.1809623310367266,0.20233249965508776
jogging 168,0.06,0.1621710665067037,0.30430946687062593,0.28066033514340716,0.21215136629343034,0.16094573588867983,0.27753336485226965,0.19369806841015808,0.1449814337392648,0.2426464333534241,0.2286787650346756,0.18830450013279912,0.2409668649832408,0.22953996424674986,0.1890723002235095,0.1434485983570417,0.1259278358057141,0.1571351650250455,0.13137646552820997
massaging person's head 196,0.06,0.19946553372343387,0.0981464994202058,0.07868590065439544,0.052961366720000916,0.03430903285592794,0.08076373232305051,0.047467532947411135,0.03840393261114755,0.018144766596953073,0.009940299857531984,0.0024348999033371606,0.016464833493530756,0.008719799931347371,0.0031530333094298836,0.18453349876801167,0.17834163354734578,0.10896979979773364,0.11311799943894148
parasailing 206,0.06,0.0874427333866556,0.11399249942203361,0.09858583470036587,0.06171683394188682,0.047495099457105006,0.10012526618192591,0.06507093245734771,0.049931700037916506,0.05762733275542657,0.03753970045819879,0.023901500040292737,0.056561066385855285,0.03841676746333639,0.02518993272855878,0.08067153474191827,0.08514296734730403,0.06090053350428741,0.07696209970116616
plastering 216,0.06,0.12489086685876054,0.1902745305222769,0.16940553276638187,0.11955520077745119,0.09078179945250349,0.16876713528434437,0.09479843437174955,0.06842323417613906,0.09644673328101634,0.06126626681623359,0.03920010080188513,0.09807553291519483,0.0749596666827798,0.04093243350336949,0.09886059963280959,0.0770700338102877,0.1337761332946519,0.0911799664353331
playing cello 223,0.06,0.40490563286145514,0.40713906631469726,0.37548763274997476,0.30214043189783885,0.2614762002016108,0.3678353007465601,0.27628729966481524,0.24112933321793867,0.23185706736495096,0.17280209859162568,0.1233416980318725,0.22114976823826626,0.15496193380691115,0.10621279889047149,0.36575136626958854,0.357637902990977,0.2519048638621966,0.22984779901703198
playing controller 226,0.06,0.06970706731677057,0.08049510115385056,0.07180743379990259,0.045133601195613535,0.03651779890308778,0.0726237324953079,0.04261036705275378,0.03305563371156653,0.04080656712229053,0.016063899915417033,0.007574499970426163,0.0413977330878377,0.016192966677248476,0.006650366815924645,0.06618926657103003,0.06328589988648893,0.050524099903305385,0.0421779665986697
playing didgeridoo 229,0.06,0.3515809305628141,0.34833650124867754,0.31065770181020097,0.2470673628807068,0.1963870663960775,0.3185819690704346,0.25917086615562446,0.2134829013427099,0.1829316996112466,0.15971319969495137,0.1093875986158848,0.1877356686840455,0.1656093993057807,0.11064066692739725,0.329004498386383,0.32003193092346194,0.22815179842313144,0.20223529868125908
pushing cart 262,0.06,0.18225736775398257,0.29017296663920095,0.25117113380432127,0.16969363180796307,0.13406453359921772,0.2629058015823364,0.19140443522135414,0.15423766693274177,0.17738366630872096,0.13705490144888557,0.1141676663905382,0.1826300336440404,0.15352850232173995,0.12858273264169692,0.1454908334602912,0.17165873182614644,0.1336895000934601,0.1788037654956182
riding scooter 274,0.06,0.17247666727701824,0.29678659815788266,0.27100809744199117,0.19659420222441354,0.15980863504211107,0.2723749353329341,0.2078509647568067,0.1715040987471739,0.2312116327325503,0.21080000411669417,0.18768156786759696,0.2285704993526141,0.20854316568771997,0.18279523276487986,0.1521599664936463,0.14621623476346335,0.14909313314755762,0.13867496676047641
riding unicycle 275,0.06,0.19785373331209022,0.3154273672978083,0.2914030005693435,0.22790866639216736,0.19201573420464993,0.2917544330318768,0.23492706744472186,0.20151206922630466,0.24882793088754018,0.24447686745127048,0.20278766773343082,0.2468438324173292,0.24125803450942043,0.20234963380694398,0.16619106919368107,0.16544430085147419,0.16516686705748237,0.17050999772002295
shaking head 289,0.06,0.28057539984385177,0.17227236816883088,0.14429576481978099,0.09658976484487457,0.08262329912818968,0.14840519816875455,0.10560889832526443,0.08931666622410217,0.033959499716262026,0.016371133160591123,0.0060397663796941435,0.03672763352170586,0.01163023313768208,0.002881133367369572,0.2753765356381734,0.2853584986368816,0.16784266648491225,0.16671393516858424
sled dog racing 315,0.06,0.1421343658526738,0.33281036793390906,0.2955114342689515,0.17075566632747655,0.1178286655465762,0.3029704656203588,0.2044135328769683,0.14056786634524665,0.2660157699426014,0.23321343514919277,0.192864399466912,0.26947239953676855,0.2391036661068598,0.19968526364664235,0.11124739964356024,0.12759343412344656,0.10447460120705264,0.13935913180708887
snorkeling 321,0.06,0.06739423435926438,0.11006220146020257,0.09901723254124324,0.0557289333264033,0.041412666388352726,0.0958746000727018,0.055953233162562045,0.04294279967546464,0.045592832913001376,0.02630696676820516,0.016169300029923516,0.04328019935687384,0.022383699932694442,0.013435866767168046,0.060806099975109114,0.06017073354323704,0.05354110071112712,0.05598416600426039
squat 330,0.06,0.3004453980743885,0.37267446654637665,0.3409671673456828,0.24519866627951462,0.18874643290837603,0.33033443323771167,0.22787330125172925,0.18910336718981463,0.27010756815274556,0.2716757978796959,0.22493740124305092,0.27002770115534463,0.2747701682567596,0.22860386508107186,0.2607615975797176,0.22792729865113895,0.23107549891670545,0.20461346842832867
stretching arm 333,0.06,0.27481313640872634,0.2617493342399597,0.2331197985728582,0.1967830660060048,0.17960830125908062,0.2331211667140325,0.19945973587234817,0.18187773392200465,0.15445150181055073,0.1281007659000655,0.0836013000383973,0.15470563539564608,0.13653353419192135,0.09250576759626467,0.2408332974155744,0.24406376732513313,0.1784697021057208,0.20102966827973723
swinging legs 343,0.06,0.2591227979054054,0.3057344662507375,0.28321613416671754,0.25807046733039124,0.23473446648021543,0.28482969764073696,0.23796486874818806,0.2117861341844003,0.23183346869945523,0.23542143457730616,0.2042801995356878,0.23056609777609502,0.2327355316360791,0.20936896840333946,0.22969846662481633,0.19744673623889683,0.21578766609951852,0.1453067995727062
tapping guitar 350,0.06,0.17074373516688746,0.15027739883810282,0.12871603620052338,0.11421913336118061,0.10803909900188448,0.12806186602463326,0.06638426689232389,0.05098350033958754,0.04369983335000774,0.03704803227856756,0.02808216592855752,0.045694167672594384,0.03909720035766562,0.024992199988663196,0.15219246726234753,0.14741090151170894,0.10875490074629585,0.06421349879155556
tasting beer 352,0.06,0.49461809935569767,0.3720608345985413,0.31739116266568507,0.23848753631164635,0.18983546467622125,0.32101209657986957,0.22598970346848174,0.1771897653083007,0.09123896765510241,0.01999143345728517,0.007170332901676497,0.09213946742390591,0.0185580333031714,0.00882416641637683,0.4784078652540842,0.4755245996236801,0.2622217330058416,0.3460210984388988
tossing salad 362,0.06,0.10055533288717276,0.09515513337453205,0.08470963330864908,0.05871739976406098,0.049955666540066404,0.0870522341032823,0.058098166165004184,0.047989599884053054,0.037373499338825555,0.009492933539052804,0.004419633285825452,0.03625806630253791,0.00926493322749933,0.0042418333604931835,0.09231263318061829,0.094056200114886,0.05931570017387472,0.06543330116271974
tying knot (not on a tie) 369,0.06,0.03647446609437465,0.03128683361932636,0.02734326711992422,0.020912699810167155,0.016509499893089138,0.03291136631866296,0.029611833384633066,0.02047209977259239,0.006488166887064773,0.004655366592854261,0.0012946999963372946,0.006594100160151718,0.0035892332920183733,0.001354533350840211,0.03405086707472802,0.032837633928408216,0.020061099974562725,0.026473466973006735
writing 396,0.06,0.0939230643649896,0.09125566708693902,0.08464140099311868,0.05817979814087353,0.05158836642690003,0.07554979904641707,0.043463400371124325,0.03661010024001202,0.028833433150375884,0.021706133082260694,0.018248733616868653,0.026623466438055042,0.0223082341534396,0.011542966575796405,0.07862426705708103,0.07714279899199802,0.06692643337647121,0.06903453351830441
dunking basketball 107,0.041666666666666664,0.1541280198428366,0.3558628120025,0.3292671532432239,0.2277898977696896,0.16904562424454425,0.3281663532223967,0.220814165952098,0.15818840365339484,0.2865775677416888,0.2427562486587299,0.19757555821289616,0.2850519431258242,0.24518069425183867,0.19918552155606448,0.12785975796377494,0.1348476727720764,0.15227156465252242,0.17134249872631493
washing hair 381,0.041666666666666664,0.1669159725308418,0.10257482543173764,0.08698972281689442,0.05126031160044175,0.04214989622718549,0.0882861107836167,0.051625937931757016,0.040581944843029814,0.01786062526025085,0.004554375116583996,0.0021725694932198773,0.0198911113338545,0.011040799131151286,0.00302871527020923,0.1656280901696947,0.16755944325692126,0.09517478997508687,0.09405756931545006
blowing out candles 27,0.04081632653061224,0.43084204039606105,0.3515437788055055,0.29697945286627525,0.20731340105841758,0.170447209004034,0.3040691824024226,0.1998054095798609,0.1494961233852672,0.08918425210339784,0.01933251709100746,0.007559966182424908,0.08526602181396921,0.021089898587971116,0.009878605133315333,0.4073213266515407,0.4100964306000949,0.2552648978513114,0.21897074849427153
chopping wood 56,0.04081632653061224,0.18829125947084555,0.27415112060754476,0.2509996223449708,0.20758166547129753,0.18378802904466376,0.2471927866481599,0.20921962585072124,0.18901826652742565,0.2045229225093815,0.21148700857750416,0.18753449066890546,0.20833435404868347,0.21242561196186108,0.18227976329371234,0.15275193800326103,0.15200462739483842,0.12026625923761704,0.13364622445739044
faceplanting 122,0.04081632653061224,0.12322942063921972,0.18606710761582776,0.16721115480474877,0.1188929269812545,0.09590268737199356,0.16996710947581706,0.13096425120927854,0.10529823065412286,0.13315479525903454,0.1136637397627441,0.0837450679001354,0.1331511909945482,0.11523833582595902,0.08511309649060374,0.10203574855514126,0.10792010314407806,0.08545203994731512,0.08866989887389196
making a cake 184,0.04081632653061224,0.21058656367720383,0.1636415307690092,0.14046544374555958,0.11348268669047934,0.10554146122263403,0.1402001030874901,0.10848044311463026,0.0964404423942878,0.05045316377667341,0.020823435483715777,0.010907550938680864,0.04986785744880737,0.018388809023716413,0.011736633124425501,0.1919604411092745,0.1926796237100549,0.11027911567059502,0.12078129202837039
planting trees 215,0.04081632653061224,0.2450949678047985,0.3086410212516784,0.2710824145508462,0.1931588445066595,0.15242551192134424,0.28344795999883793,0.23174061367098164,0.18277370785166613,0.19193177021685104,0.17138809391531806,0.12294234603808142,0.20368826524538244,0.19074459015613507,0.133291633274837,0.19211527410818607,0.2049477550042729,0.1531032999052483,0.1797778568381355
shooting goal (soccer) 297,0.04081632653061224,0.12178438679296141,0.3018516645950524,0.280541731905775,0.2074953418929561,0.16691966079530268,0.2771788424537295,0.1935930952085118,0.14725166648423588,0.2480946932276902,0.2399554414104442,0.20663279239823215,0.2458513632923567,0.2394565619660073,0.2070885380717362,0.1084482983707571,0.09441534049352819,0.1609962580560827,0.13134931877762282
skiing (not slalom or crosscountry) 308,0.04081632653061224,0.10599462663235305,0.22893292671969154,0.20647346796632624,0.15481499978879681,0.13166914801411078,0.20378550951983648,0.14857391102378867,0.12368799248469527,0.19071884388420854,0.17451806319104574,0.155609522000538,0.18852554329398538,0.1754716003133732,0.15704574826724677,0.09138598668332001,0.09295091749454033,0.08734908137597194,0.09211231440913921
yawning 397,0.04081632653061224,0.2184850023230727,0.08879040797804895,0.07647479669222622,0.038320271884959164,0.029216495939232666,0.0760384015221985,0.03581802746661159,0.02189744865610486,0.014718197668794874,0.011341700872444377,0.008885748354198576,0.01218537432287319,0.010117721318387661,0.0070108159935596045,0.2348883367152441,0.240962041985421,0.10774265314446013,0.14281442120721957
answering questions 2,0.04,0.4415982737223307,0.36123286781311037,0.3189596006075543,0.23065103519757585,0.19504576533523696,0.3155488335291544,0.2316398659527301,0.18294509861953556,0.12892876501282052,0.08708490040401617,0.049067499917869774,0.13160013545056184,0.09243720237910746,0.058109168537209425,0.42574363454182945,0.43553620738983134,0.26155302974383043,0.29706940116882313
bartending 15,0.04,0.44445249553322796,0.4429656323194504,0.40098196724255863,0.2947846694310506,0.2352872659047444,0.4018378686269125,0.29641353263854986,0.24047583268483477,0.2211830639282863,0.08819466650386654,0.045782300152381265,0.22130026741822562,0.08126533407693108,0.041294432206824425,0.4025270647093654,0.40420802988161647,0.25641930192882817,0.2796730019330978
blowing glass 24,0.04,0.17167173203428582,0.17916276698907216,0.1622886987447739,0.12510416514078773,0.11059173321723938,0.161424200262626,0.11640839919249216,0.10382296687364574,0.08891966752211256,0.0618534350524346,0.03877943334790567,0.0880925336718559,0.06045329834396643,0.039575999902188776,0.1524058666567008,0.1302579014927149,0.12128096836855012,0.08800533375913906
