class_name,accuracy,P_0_S_0,P_0_S_1,P_0_S_2,P_0_S_3,P_0_S_4,P_0_S_5,P_0_S_6,P_0_S_7,P_0_S_8,P_0_S_9,P_0_S_10,P_0_S_11,P_0_S_12,P_0_S_13,P_0_S_14,P_0_S_15,P_0_S_16,P_0_S_17,P_1_S_0,P_1_S_1,P_1_S_2,P_1_S_3,P_1_S_4,P_1_S_5,P_1_S_6,P_1_S_7,P_1_S_8,P_1_S_9,P_1_S_10,P_1_S_11,P_1_S_12,P_1_S_13,P_1_S_14,P_1_S_15,P_1_S_16,P_1_S_17
belly dancing 18,0.061224489795918366,0.5571583676338197,0.6021048310986991,0.5541819018409366,0.43311836982259944,0.3571862593151275,0.5525953116384493,0.4027778224555813,0.32231911568414595,0.3929716338592322,0.2827984992886076,0.21060183325161536,0.39194333297054784,0.28427619080154265,0.21427619116342791,0.5223514928156828,0.5159508868727555,0.3447988448662011,0.3019290505623331,0.34404721350288725,0.3826149022680561,0.35060081704133234,0.23637490157747554,0.18885313204356602,0.35127136447701335,0.21759061567231913,0.16688258633321643,0.2450153044373,0.16301142666210125,0.12652680139912634,0.2458653066048816,0.16843796053103038,0.13073972585275262,0.3119630667100959,0.31202789075926046,0.18957000266329777,0.19445999985320023
hugging 158,0.061224489795918366,0.4841962647113671,0.4033842858165301,0.3541053731263089,0.27482585119146885,0.23244285712234022,0.34369108667179027,0.23986238226598625,0.1924780283493249,0.18658856809544727,0.12318251791150393,0.07404292506831033,0.18776469064407603,0.1242206819426446,0.07077394453238468,0.4425741448369967,0.43426347281657107,0.2937401347419843,0.2781757831472117,0.2194724480838192,0.18727945806015106,0.1640389796118347,0.1212361903498773,0.10206802808508582,0.165008573694294,0.11116979436910884,0.08745394504293293,0.07815632744635248,0.04872374133289265,0.026367824258042023,0.0828321784975476,0.048787755229998196,0.027609523977754884,0.18474748262540014,0.18634217813458975,0.14172795658614362,0.1287742850980183
massaging back 193,0.061224489795918366,0.16580863882160304,0.17250347045003153,0.15565020515906572,0.14353727797261706,0.1241894551331089,0.1467137359133383,0.12758809331323015,0.09760176906273478,0.04846755078455219,0.02871163309076611,0.019368026571310298,0.05217857261397401,0.024207006677174247,0.01250367291119634,0.13753109046188342,0.12990503373600187,0.14010108939669771,0.09785755104759114,0.03465748157276182,0.04296312958002091,0.04270993140431083,0.04578272044202502,0.03849734798377873,0.040438502598680606,0.0473476186004423,0.048064828653420724,0.02191244965254449,0.013265918168891853,0.011570000066643668,0.023869660496965157,0.017778300161467118,0.01613564554171092,0.03355292446835308,0.028752108716792388,0.029718094342926733,0.010551768285380741
massaging legs 195,0.061224489795918366,0.14833020644528525,0.1120767351407178,0.10104795811735852,0.11978102113519398,0.10136258355462228,0.10432034083420323,0.11893693813458595,0.09092448943731739,0.03919972796221169,0.028163402245766453,0.012586462516464343,0.04232183728595169,0.030377483473849942,0.016236259026997758,0.11061054431662262,0.11157122365927614,0.07258306042018796,0.08152999779652981,0.014294354194889263,0.026822517175658225,0.021379591893328692,0.02386516943117794,0.021133808164166757,0.0215870739266175,0.015167619130339751,0.014495305587239816,0.006468571621139034,0.007332176918886145,0.0047617687021388475,0.009460748329403855,0.01853802725064511,0.008751700849456041,0.009836054647049938,0.009579932065743979,0.015519863983400824,0.011780475612197604
playing accordion 217,0.061224489795918366,0.6783201998756043,0.5387701369305047,0.48535822874834755,0.4099632677739981,0.41830999854470596,0.4203919694861587,0.18813469500768748,0.17211265241106352,0.19726571430559875,0.14888415150395054,0.09318829778100356,0.18436857269532014,0.13352122119697582,0.09097333450199796,0.6421771484167397,0.6594523139227007,0.36142115637355926,0.4267610199678512,0.17672190776487595,0.172432109483448,0.15319741715176577,0.08183170032795191,0.06531612202829244,0.1540783665531955,0.08126707369829114,0.06075210751775577,0.07350129151780185,0.050948776362501835,0.03874306043876068,0.07360972837931447,0.04775374208836735,0.03097966000057605,0.1539124476027732,0.1458628577521058,0.10750707461568368,0.08724687118615423
smoking hookah 317,0.061224489795918366,0.38663006565197794,0.28250959260123115,0.23324843849454605,0.14994414977932052,0.11487646250218965,0.23129435312180285,0.13821591983441595,0.10198333178197043,0.06923285697694538,0.0406223809952233,0.01820932042436535,0.07205639350170992,0.048833129994926,0.018390475734561477,0.39165354154547866,0.3711315671359599,0.2645213586132542,0.17643428587589136,0.07862911568612467,0.057979727609425186,0.05085387677891928,0.033448707356947625,0.026949455969187686,0.04801850346202147,0.027208435932288357,0.021171360514095044,0.015697278954899634,0.00923190503780331,0.00554945579596928,0.01432204080682223,0.00785503388414172,0.004187006878660244,0.06609619044324977,0.05556768760389212,0.052161359922567596,0.030947755693781134
walking the dog 378,0.061224489795918366,0.19476537614756706,0.3917334696711326,0.35521626511398646,0.2524361217407143,0.20349360691294782,0.3527134714645593,0.2737170088473632,0.23400388016485846,0.29378251644320225,0.2797016336236681,0.24322925028296147,0.2943291142826177,0.2822903406944405,0.24786700722210264,0.1575270770358391,0.16762000017527007,0.1827658515317099,0.21366360908462884,0.03550544071410384,0.08337142759946738,0.07395251757839098,0.04736619018981247,0.03220843461601912,0.07770006739211324,0.05025027218116382,0.03928170016124135,0.06761952310572471,0.06295292671237672,0.05436646382064642,0.06613938848633749,0.06436455850749194,0.05624843547133364,0.029124965874516233,0.03149863922575704,0.036110612145897475,0.040841224478671764
canoeing or kayaking 42,0.06,0.23431460260550183,0.3277001329739888,0.2899950697263082,0.21200533430178964,0.17900999992688496,0.2959270677566528,0.23399899804790805,0.19704126696685947,0.18272733497669297,0.09716413248876733,0.053358466659982985,0.1888232003880044,0.10238260013858477,0.05541899963517983,0.19115186580022173,0.22411280104319253,0.15560826525092125,0.20623373140096668,0.053891468367973976,0.07020420030156771,0.06243846892366807,0.042258599143723645,0.027943399678667387,0.06352620082969467,0.0406772671515743,0.03337880028635262,0.0345443334410588,0.02134460060546796,0.011499333144227663,0.035442867146432404,0.025154733030994733,0.010270666467895111,0.0451042667200168,0.043726401267449075,0.03543919950276614,0.032641267106433704
capoeira 43,0.06,0.5037920737902323,0.7060729370117186,0.6597188685099284,0.4854145990371704,0.371586403608322,0.6649257915496827,0.5099447318712871,0.4050717979431153,0.5863903943697611,0.5373743997097017,0.47610020168622347,0.584726463985443,0.5428085332711539,0.47436246598561593,0.44009920082092285,0.4713627325693767,0.3105116006215413,0.36913646589914967,0.3870977960824966,0.6010837307929994,0.5580296002388,0.382415866903464,0.2707161982218424,0.5634209355493387,0.396160465023915,0.29008886645833665,0.4937788677970567,0.43197186560630807,0.368684338593483,0.49316346136728934,0.4290459991176923,0.3681253336966039,0.3392884642650684,0.3439616696735223,0.2532825324495633,0.2739414655526479
country line dancing 75,0.06,0.45115587364335846,0.6752726671854654,0.6459267990907033,0.5253440021832784,0.456493669907252,0.6447916035970053,0.5014801322937011,0.4264609347661336,0.5673747975468637,0.5942633295377096,0.5451558657646178,0.5610295975526172,0.588778532663981,0.5379904625574747,0.3835241321047146,0.3842171981925766,0.3454392010917266,0.3390699974060059,0.3262358701134722,0.572931136272351,0.5476927354256312,0.40504926849206285,0.32977240037918093,0.547025269073248,0.3871627364158629,0.30480726275444026,0.48326994001368684,0.49409506384134294,0.44585559992790225,0.4723424646894139,0.48370367017587024,0.4367252649466197,0.25499839886128906,0.2630481305395563,0.26837880066931247,0.2680086654936274
eating cake 110,0.06,0.5199603966633478,0.3582001326878865,0.29700706729888915,0.24341673113902398,0.24195406803886102,0.2912700018882752,0.22283693081140513,0.20775886622418963,0.07253840024347107,0.030043199727435913,0.018223866479595504,0.07296866753598051,0.03184620056202015,0.01804593377610048,0.5116102720789609,0.5283153965950012,0.2786568636655808,0.3165179995695749,0.14802486501087742,0.11439373375972112,0.09294886679401003,0.053154132031400986,0.03899033385713896,0.10433853285710018,0.07014906752606233,0.05623173268586399,0.031724600588778656,0.015530000491440297,0.008585266350954772,0.03790066640203197,0.026909466998775798,0.01823453363825878,0.14171166427135462,0.1368301332106193,0.08326780003011226,0.0881469995131095
jogging 168,0.06,0.26190593303839366,0.44532360132535315,0.41378406565984094,0.3255316028833388,0.25278626578450203,0.4095190684477488,0.2991569299340249,0.23199979689518607,0.3543072020371756,0.3364240009943644,0.27735460004011786,0.3533123310407003,0.3403789308389028,0.28201306567192075,0.2320467257062594,0.20980913425187267,0.24181366590907183,0.20306560237010324,0.06243619947632153,0.16329533285126088,0.14753660128811993,0.09877113191386064,0.06910519908467927,0.14554766810933745,0.08823920002977051,0.057963066240151725,0.13098566509584586,0.12093353331337373,0.09925439921617504,0.12862139950593313,0.11870099933544792,0.09613153209090233,0.05485046678284803,0.04204653311570485,0.07245666725337505,0.05968733219106993
massaging person's head 196,0.06,0.32796546390453973,0.15447840014894804,0.12299606859286623,0.07877860069523256,0.05234366519153119,0.11822206735014916,0.06429813355604808,0.04932439931010206,0.02824166687130928,0.015355799710005523,0.00298100004841884,0.02509306598405043,0.013882532780369123,0.0048263998016715055,0.3222607280333836,0.29114993325869243,0.18046353194316225,0.15781339774827158,0.07096560150782266,0.04181460026626784,0.03437573380023241,0.02714413298865159,0.01627440031642715,0.04330539996723334,0.03063693408692877,0.02748346600333849,0.008047867100934188,0.004524800139665604,0.001888800012071927,0.00783659997160236,0.003557066589593887,0.0014796667362252868,0.04680626730124157,0.06553333177367847,0.03747606765478849,0.06842260090609388
parasailing 206,0.06,0.1363443326781193,0.17554259827136995,0.14979393454094725,0.09462000089635453,0.07143366624116897,0.1568265995174646,0.10788153349856536,0.08477386707961561,0.09226573358376823,0.05993273250609636,0.03897679983774821,0.09093746675352256,0.0620707343434294,0.041021465722223115,0.12680260204672814,0.13358899791240694,0.09700406581362088,0.11961866522232689,0.038541133058071136,0.0524424004117648,0.047377733194331334,0.02881366726011038,0.023556533070405325,0.04342393258288502,0.022260333335896335,0.015089533778031666,0.022988933595021566,0.01514666653474172,0.008826200476288798,0.02218466712906957,0.014762800115346909,0.009358400022983552,0.03454046628872553,0.036696933143337565,0.024796999981999402,0.03430553286870321
plastering 216,0.06,0.2156307984729608,0.3091179986005029,0.27511906687815985,0.20001806782484052,0.15664260191718737,0.27443613216876983,0.1609059335013231,0.12132486883401869,0.15312793254678453,0.09528206637427211,0.06000253349443276,0.15577220020691557,0.12256933467388154,0.06391153254359962,0.16818113263398413,0.13837186686893305,0.21948046604742608,0.15716953294674557,0.03415093330641587,0.07143106788694861,0.06369199908475083,0.03909233439763388,0.024920999676485853,0.06309813424646855,0.028690933531522755,0.015521600038806599,0.0397655329219997,0.02725046712358792,0.018397666625678544,0.04037886595005791,0.02734999957382679,0.017953332899014157,0.029540066818892957,0.01576819993108511,0.04807180031388999,0.025190400487681227
playing cello 223,0.06,0.5766050634702047,0.5491551996866864,0.5040526621470848,0.4412016688366731,0.41744013503889243,0.49113159986734395,0.39492913490931203,0.3571107288201649,0.30648313251833126,0.24252426679730424,0.17908193466017644,0.2893575344661871,0.21435940026715408,0.1488091309408347,0.5286348630587261,0.5295610620170832,0.3380262667417528,0.3228004681567351,0.23320620226785535,0.26512293003698195,0.2469225986291965,0.1630792001456022,0.10551226735909777,0.24453899887899555,0.15764546610663335,0.12514793372054892,0.157231000704815,0.10307993485033513,0.06760146792829035,0.15294200034836927,0.09556446644663813,0.0636164672444264,0.20286786606808502,0.18571473389565948,0.16578347026109705,0.13689513047511384
playing controller 226,0.06,0.09990366463065146,0.12153026593526203,0.10708020112514495,0.06170273247162503,0.04785513396362464,0.10818060073852541,0.05927273272275924,0.043969132677217325,0.05856766624798378,0.025203533071279535,0.013158133574326835,0.05995579950114091,0.02676479978263378,0.011202132865786554,0.09454853104675809,0.08966379986802737,0.07350373350580533,0.06302900031407672,0.03951046749353408,0.03945993352532387,0.036534665775795776,0.02856446609944105,0.025180466896295543,0.03706686550279458,0.02594800090690454,0.022142133030295375,0.023045465849339964,0.006924266556898753,0.001990866620838642,0.022839666248857974,0.0056211331874132155,0.0020985999604066215,0.037829999515414235,0.036908000842233495,0.027544467591742672,0.021326933687925334
playing didgeridoo 229,0.06,0.5823874663909276,0.556565606180827,0.4980552649180094,0.39905206832885737,0.3158307335376739,0.5066147969563803,0.43241806484858203,0.35918373344739263,0.2736720708876848,0.2356966013590495,0.14943066649436954,0.2825955342789491,0.24548513235052422,0.15741686786909898,0.5532908619562785,0.5529233996073405,0.3745042014519374,0.34582026971181234,0.12077440087248881,0.14010739675263562,0.12326013315767048,0.09508266515334447,0.07694339929918448,0.1305491331634422,0.08592366632024444,0.06778206723332407,0.09219133195777734,0.08372979977478583,0.06934453237553437,0.09287579988241194,0.08573366638372341,0.0638644669830799,0.1047181336591641,0.08714046538074813,0.08179939904610317,0.05865033323466777
pushing cart 262,0.06,0.3107614024003347,0.4830785970052083,0.4200236663818358,0.2919701348622641,0.23380546909968059,0.4333207323710125,0.3145427389303844,0.25238306571642555,0.2932423330307007,0.22029173111915593,0.1832219312926133,0.2997915342966716,0.24607233233551176,0.2055485352516174,0.25807773748437557,0.2949282673239708,0.23180499615669256,0.29366793214480075,0.05375333203723035,0.09726733192900816,0.08231860037644706,0.0474171326726675,0.03432360010246435,0.09249086542924247,0.06826613395909471,0.05609226684868337,0.06152499892562629,0.053818067506949105,0.04511339969063798,0.06546853311856587,0.06098466629534959,0.05161693330556155,0.03290393374885122,0.04838920043508213,0.03557400017877419,0.06393959951996803
riding scooter 274,0.06,0.3146361318270365,0.5283635995229087,0.4801165317694347,0.35253966812292736,0.2899879300077756,0.4859607346057892,0.38056159986654914,0.3171492009282112,0.4112661957422892,0.3801635944108168,0.34080780100027736,0.40686633238395054,0.372989667836825,0.3317023331522942,0.2767193307538827,0.2735281346797943,0.2593394661267599,0.25132826673189795,0.030317199911673857,0.06520960004776714,0.06189966683189075,0.04064873134295145,0.029629333427548397,0.05878913398087026,0.035140332564711566,0.025858999510606138,0.05115706787059703,0.04143640013039111,0.03455533300985892,0.05027466654802363,0.0440966667364041,0.03388813317020733,0.027600599269072216,0.018904333614309626,0.03884680069237949,0.026021666968862225
riding unicycle 275,0.06,0.3331413364589214,0.5235630703608193,0.4837815365632374,0.3914114055395128,0.33521799902319904,0.4819683991829555,0.4029244664231937,0.35215533672769866,0.4089229291121164,0.4099443353652953,0.3428349305828412,0.41364620554447157,0.413645799545447,0.34813899982372926,0.284129130212466,0.2812630690758427,0.28217666614850356,0.28645666440824674,0.06256613307793937,0.10729166627575952,0.09902446669712665,0.06440593428413073,0.04881346652309099,0.1015404660642147,0.0669296657830477,0.05086879932284355,0.08873293257753055,0.07900940135618048,0.06274039879118401,0.08004146685798963,0.0688702686180671,0.0565602666626374,0.04825299967974424,0.04962553312728803,0.04815706744839748,0.054563333069284764
shaking head 289,0.06,0.47839593086242693,0.2885488009134929,0.24101053392092392,0.17106219828824204,0.15054859948630134,0.24633126653035478,0.1793085308243831,0.1556388651539882,0.05655173363387583,0.03153800003925959,0.01155873325963815,0.060454400195181356,0.021714200408756726,0.005050333285828432,0.4769770709355673,0.48914039808909104,0.2809195309410493,0.2814201308727264,0.08275486590812603,0.05599593269626299,0.04758099992473919,0.022117334022124603,0.014698000124096867,0.05047913320735097,0.031909267622729144,0.02299446705604593,0.011367267236113547,0.0012042666763067247,0.0005207999914884567,0.013000866763542097,0.001546266648421685,0.0007119333416223527,0.07377599864403404,0.08157659893830617,0.054765801626443865,0.052007732426623494
sled dog racing 315,0.06,0.19869153370857237,0.44084213622411084,0.3945435327688854,0.25559606761137643,0.1857753323396047,0.40397340114911395,0.2901867276509604,0.21020066470305124,0.3568292646567026,0.311105398162206,0.25419033205111824,0.3602549994150797,0.3173039991855621,0.26366146147449804,0.1637958000808954,0.1811708678806822,0.14984700047348937,0.19103633395036063,0.08557719807823501,0.22477859652837115,0.19647933722138408,0.08591526753157379,0.04988199954728284,0.20196753186583533,0.1186403312265873,0.07093506663441658,0.17520226441125078,0.1553214664508899,0.13153846644461153,0.17868979694644613,0.1609033344243964,0.13570906719664735,0.05869900092879931,0.07401599952181181,0.05910220022996268,0.08768193341493603
snorkeling 321,0.06,0.11325186730225881,0.18553599740664165,0.1656913990100225,0.09338559951782228,0.0671717996120453,0.16094640060265863,0.09362320125897729,0.07146773407856621,0.07730026676257454,0.04464033302515746,0.02734713312139113,0.07349186648925148,0.037670933836698534,0.022347932942708332,0.10220106694698336,0.1007958672126134,0.09005846628050009,0.09408006611267725,0.021536599868535997,0.034588399890065194,0.03234306702613831,0.018072266732652977,0.01565353330125411,0.030802799877524364,0.018283266559243203,0.014417866383989652,0.013885400021076202,0.007973600100229185,0.00499146656046311,0.01306853341956934,0.007096466694275536,0.00452380000601212,0.019411133549610774,0.019545600173870723,0.017023733192682265,0.017888266715904072
squat 330,0.06,0.46138093019326526,0.5560838624954222,0.5088936668395996,0.3736001287957032,0.29810372967720034,0.49194526201883937,0.3643511328379313,0.3128101987997691,0.398905133152008,0.4146880056460699,0.3551085971792539,0.40084879989624034,0.421213734960556,0.3455618693868319,0.40954000008826463,0.3604580638498067,0.3526465997457503,0.32236027187680205,0.13950986531525852,0.189265063414971,0.17304066678285593,0.11679719964265825,0.0793891326189041,0.16872360028028488,0.09139546704987685,0.06539653376440208,0.14130999874770642,0.12866359906792643,0.09476619913776715,0.13920659872889513,0.12832660072048505,0.1116458662470182,0.11198319927453997,0.09539653185904026,0.10950440140689414,0.08686666680226722
stretching arm 333,0.06,0.4830173349877196,0.4552824677308401,0.399040799633662,0.3430097987880309,0.3129650014261404,0.40464920090039574,0.3516749327341715,0.31893046412467957,0.26339300200939175,0.22610246617843707,0.14682099923342462,0.2652790680944919,0.2373862656650444,0.15877793200314047,0.43705347100893654,0.4358823355739315,0.3200255979716778,0.35507660165677457,0.06660893264065186,0.0682162016838789,0.06719880064825218,0.05055633363723754,0.046251599173247816,0.06159313307354848,0.0472445333438615,0.04482500010132791,0.045509998512019714,0.030099066466093064,0.020381599290917318,0.044132199977586675,0.03568079829414685,0.02623359969158967,0.044613132206102205,0.05224519881606102,0.036913798218965524,0.046982732404271775
swinging legs 343,0.06,0.44266113478938734,0.4871005374431612,0.4488179363250733,0.4191218666382133,0.38828546760678284,0.45440386635462443,0.3962474737326305,0.36274773051540066,0.36567733058929425,0.3827753336906433,0.3387417345364889,0.3668363961855572,0.3827766709248226,0.3484696669181188,0.39178746412595117,0.3463239336778719,0.3449777971987924,0.2471587345719338,0.07558446699803074,0.12436839886407058,0.11761433382630351,0.09701906775037449,0.08118346868753433,0.11525553678125144,0.07968226771901052,0.060824533382306506,0.09798960015773775,0.08806753408759833,0.06981866703927515,0.09429580139815809,0.08269439786175888,0.0702682662208875,0.06760946870942912,0.04856953237652778,0.08659753455917044,0.04345486669341723
tapping guitar 350,0.06,0.30108867150247093,0.25291306582589945,0.2091877348740895,0.1884598700205485,0.17669946775510906,0.21516746321817234,0.11366180118570725,0.08988746592601139,0.061673265919337666,0.05162280042121809,0.037098399130254985,0.06631599981387457,0.05573439951688051,0.032221999811132745,0.26925760179758074,0.2722366657038531,0.18860193100919317,0.11282233255406221,0.04039879927858711,0.04764173379639783,0.04824433356672525,0.039978399802744397,0.03937873408794403,0.04095626607388258,0.01910673404882352,0.012079533355434734,0.025726399777829645,0.02247326549142599,0.019065932802359263,0.025072332012653353,0.02246000048915545,0.017762400182088217,0.035127332252264026,0.02258513328830401,0.028907866199811297,0.015604666408896448
tasting beer 352,0.06,0.6167548027992248,0.4625422648111977,0.3948880658944448,0.3083997967292865,0.25190579661428936,0.40195086628595994,0.2905797352333865,0.23247720103760572,0.12118373209933439,0.03011033222426971,0.012333066758513454,0.12374106726845102,0.02902913258324067,0.014923334164172415,0.6103237286408741,0.6067382681210836,0.35735913607279457,0.42699959940115595,0.3724813986957073,0.2815794009566308,0.2398942654286822,0.16857526628673075,0.12776513487448293,0.24007333115736643,0.1613996639311313,0.12190233403940993,0.06129419950495164,0.00987253328487277,0.002007599971443415,0.060537866739432025,0.008086933372418085,0.0027250000732640424,0.3464919977714617,0.34431093401511503,0.1670843325704336,0.2650426035821438
tossing salad 362,0.06,0.16992093273003894,0.15861279776891074,0.13948693162202833,0.09815120031237605,0.0861449335773786,0.14500366621414826,0.1010427994037668,0.08528120010395845,0.060546066782871895,0.014320866660277048,0.006677066621432704,0.060323533807198224,0.014961599649985629,0.006808400017023086,0.15850379950205487,0.16116166584491734,0.09817000061770279,0.1112743323564529,0.031189733660717804,0.03169746735170484,0.02993233379026253,0.019283600612978135,0.01376640025675297,0.029100800657272344,0.015153533528248468,0.010697999939074119,0.014200933225701257,0.004665000047037998,0.002162200014293193,0.012192599713305632,0.003568266562620798,0.0016752666346728797,0.02612146626835069,0.026950733709335328,0.020461399804552388,0.01959226687500874
tying knot (not on a tie) 369,0.06,0.06775380096634229,0.054195266404251256,0.047460200093189894,0.03845599981049697,0.030785200431942935,0.0556054001390934,0.05010206681688627,0.03465859974722067,0.011674933593471848,0.008209066848456858,0.001982466627409061,0.011553200021882853,0.005978466729074716,0.0020389332639674344,0.06461820010344188,0.06089186749607325,0.03604646648218234,0.04538986657957239,0.005195133148133755,0.008378400187194346,0.007226333459218342,0.0033694000666340184,0.002233799985051155,0.010217333503812553,0.009121600295603275,0.006285600050290424,0.0013013999251027897,0.0011016666859388349,0.0006069333237906298,0.0016350000381469725,0.0012000000034769376,0.0006701333458224933,0.003483533426870903,0.004783399974554778,0.0040757333668569725,0.007557066344966492
writing 396,0.06,0.15635199946165082,0.15043406477073828,0.13937726848175128,0.09416153257638216,0.0837598664400478,0.1265668004145225,0.0742281336252888,0.06291220007439455,0.04142979954083759,0.028897667288283514,0.02447480010141929,0.04176100022991498,0.03403406613419453,0.019206866901864607,0.1284891968399286,0.13557040001551313,0.10153713316122692,0.12197680151810245,0.03149413373967012,0.03207726623614629,0.029905533740917846,0.022198066447675226,0.019416867148379483,0.024532799630363783,0.012698666694263618,0.010308000125487644,0.01623706634293,0.014514599650104841,0.012022667246560254,0.011485932926585278,0.010582400110363958,0.003879066564639409,0.02875933497548103,0.018715200603008266,0.03231573310991128,0.01609226695696513
dunking basketball 107,0.041666666666666664,0.21679485946893692,0.467551941672961,0.432166945669386,0.3049229855504301,0.23202381797962715,0.43166410058736826,0.3016915283248656,0.2196390959434211,0.3745698634990388,0.32161041658785616,0.2616964605533415,0.3726949236045281,0.32595493381636015,0.26432499815813376,0.18179895572364327,0.1924005549069908,0.20745687362220552,0.23773374931679836,0.09146118123291269,0.2441736798743821,0.22636736122011722,0.1506568069383502,0.10606742979648211,0.22466861104385719,0.13993680843617765,0.0967377068288624,0.19858527541988424,0.16390208548969695,0.13345465461826986,0.19740895714507334,0.16440645700398215,0.13404604100104836,0.07392055546606167,0.07729479245634542,0.09708624805841178,0.1049512509649826
washing hair 381,0.041666666666666664,0.26008534497684904,0.14555652756243945,0.12092680562287571,0.07493069493108327,0.06111527746491547,0.12403625193569394,0.07492673790392776,0.060224514639832895,0.02579930668127621,0.007456110803565632,0.0034956945429763034,0.02820881936388712,0.015438195213209835,0.00510687498220553,0.25973624799814493,0.2685597214930586,0.14671805670277938,0.13471486116862955,0.07374659913074638,0.05959312546222161,0.05305263821863466,0.02758993035285837,0.02318451328306562,0.052535972382045444,0.028325139081829955,0.020939374927741786,0.00992194499923951,0.0016526388666696014,0.0008494444765771427,0.011573402520734815,0.006643403064097383,0.0009505555349298648,0.07151992989083132,0.06655916694241266,0.04363152810682855,0.053400278755774105
blowing out candles 27,0.04081632653061224,0.5805514968820168,0.4699122465873251,0.39927687502231735,0.2820507480660264,0.24318877581633677,0.3966919016675884,0.26394870949440263,0.20067864219550377,0.11738782429294722,0.026804762660544743,0.01190136046788725,0.11288700647297359,0.030113469926120875,0.014653945700043724,0.5551417649197742,0.5680970776162181,0.3513736059227768,0.3073885035514831,0.2811325885081778,0.23317530877533413,0.19468204072746287,0.13257605481664744,0.09770564630222159,0.21144646039625417,0.13566210669319648,0.0983136052379803,0.06098067970072129,0.011860272121571357,0.0032185714494208906,0.057645033691458555,0.012066326348149045,0.005103265214331296,0.2595008807188394,0.2520957840644584,0.15915618844178256,0.13055299342286833
chopping wood 56,0.04081632653061224,0.32157598888387484,0.43780265075008873,0.40161768867855985,0.3384304082636932,0.29889734739146256,0.3949593865141577,0.3319454368340726,0.29821789142631344,0.3213562543538152,0.33152380900926326,0.288820065736872,0.3323968730816225,0.33935224444282286,0.292300337814555,0.26500435679948253,0.2617788437272417,0.20149755323419763,0.22194258470924533,0.05500653088701016,0.11049959255420432,0.1003815651183226,0.07673292399871916,0.06867870761119589,0.09942618965671787,0.0864938082599214,0.0798186387415646,0.08768959171917973,0.0914502050932877,0.08624891257078268,0.08427183617742695,0.08549897842869467,0.07225918274803633,0.04049952465255244,0.04223040794231453,0.03903496534341857,0.04534986403016817
faceplanting 122,0.04081632653061224,0.1881204073445326,0.28123074881884513,0.250541087656605,0.17971823280765895,0.14589041013295956,0.25365163053785056,0.190735035761684,0.1554458481722138,0.19691829878456735,0.167278232542025,0.1257359171846286,0.19628673650780507,0.16957292316316747,0.12790353895754233,0.15786761949256975,0.1622101360397274,0.13532734596810375,0.12866986220183016,0.058338436187327314,0.09090346720627172,0.08388122466044365,0.05806761845388783,0.04591496547468666,0.08628258639503095,0.07119346919817988,0.055150610632231443,0.06939129251606611,0.06004925222117074,0.04175421650211017,0.0700156457144387,0.06090374192007545,0.042322653802681943,0.04620387774138223,0.053630069592574825,0.03557673378815862,0.04866993211007037
making a cake 184,0.04081632653061224,0.32410959076719226,0.25429074885082903,0.21880285685362458,0.18939319633251553,0.1789507452342786,0.2141658490936772,0.16726456065871279,0.14687285687292917,0.07327415045021345,0.027437007929749634,0.012397482469171082,0.07260918424547123,0.022798435478692963,0.013347891275422508,0.2926659890907963,0.29374251699772014,0.17324653176223342,0.18987006793622258,0.09706353792933378,0.07299231233848197,0.06212802656451049,0.03757217715335947,0.03213217693577414,0.06623435493685353,0.04969632692989849,0.04600802701194675,0.027632176854273903,0.014209864398553257,0.009417619281226681,0.0271265309724678,0.01397918404060967,0.010125373812759814,0.09125489935177522,0.09161673533419765,0.04731170031996,0.0516925160105334
planting trees 215,0.04081632653061224,0.348111496863722,0.4013099356735644,0.3505706114833857,0.26220931810586634,0.20849993337579323,0.3657966625122796,0.3072574798651293,0.24726142773620122,0.2405727196793977,0.21319796085763146,0.14838176984492005,0.25524387738737114,0.24146591438119916,0.16356238043176477,0.2842846246803699,0.29895020392476296,0.21518258430925358,0.23574142880991197,0.14207843466275402,0.21597210776846423,0.19159421670396315,0.12410836721966866,0.09635108929456904,0.20109925053963057,0.15622374007136242,0.11828598495344725,0.14329081584452363,0.12957823029383514,0.09750292464330493,0.15213265316624222,0.14002326489356504,0.10302088210777362,0.09994591824862423,0.11094530634429987,0.09102401295284024,0.12381428545252195
shooting goal (soccer) 297,0.04081632653061224,0.20393265599296204,0.46598448818232735,0.43469407957427353,0.341321017725938,0.2840180930150609,0.4252175499792813,0.30781231559052763,0.24295714280637754,0.3884016334442866,0.3867171452848278,0.33892904891448766,0.38436272079441824,0.3840953764218052,0.338870340658694,0.18401836730185014,0.1594258497695939,0.2629429932921923,0.20947999770138542,0.039636122487029246,0.1377188404614017,0.12638939012678305,0.07366966078070558,0.04982122475952924,0.1291401350660389,0.07937387699527403,0.051546190200107436,0.10778775598169586,0.09319374066707839,0.07433653033560232,0.10734000063013463,0.0948177548746268,0.075306736694104,0.032878231365157634,0.029404830096327533,0.059049523217337474,0.053218640039364495
