Frame,Action,clapping_prob,other_prob,num_people,inference_time,frame_rate,detection_time,pose_time,track_time,action_time
31,Other,0.06302578,0.5375281,3,0.11600041389465332,8.620658896167024,0.00899958610534668,0.04899930953979492,0.0010013580322265625,0.03699898719787598
32,Other,0.06368044,0.53684187,3,0.10256147384643555,9.750249898878128,0.009072542190551758,0.04397010803222656,0.0009999275207519531,0.037520408630371094
33,Other,0.062541164,0.5413403,3,0.1100003719329834,9.090878352749932,0.010999917984008789,0.045998573303222656,0.0010023117065429688,0.03500008583068848
34,Other,0.06348099,0.5358183,3,0.10500121116638184,9.52369966871553,0.010002374649047852,0.04799818992614746,0.0010001659393310547,0.035002946853637695
35,Other,0.061734267,0.5365832,3,0.1139988899230957,8.772015242206356,0.009999275207519531,0.0500032901763916,0.0009982585906982422,0.03900003433227539
36,Other,0.06289118,0.52853245,3,0.12400364875793457,8.064278833859825,0.010001182556152344,0.050000667572021484,0.0009982585906982422,0.042999982833862305
37,Other,0.062262457,0.5306446,3,0.12200093269348145,8.196658647786144,0.011000394821166992,0.05099964141845703,0.00099945068359375,0.04000139236450195
38,Other,0.062859,0.5284025,3,0.11699938774108887,8.547053273585732,0.009000539779663086,0.05100059509277344,0.0009989738464355469,0.037000179290771484
39,Other,0.062436156,0.5289042,3,0.12200164794921875,8.196610593458821,0.0110015869140625,0.049999237060546875,0.0010001659393310547,0.03500080108642578
40,Other,0.06346308,0.5290695,3,0.11899733543395996,8.403549511030613,0.009998798370361328,0.04599905014038086,0.0009999275207519531,0.03600049018859863
41,Other,0.061987054,0.5308725,3,0.10600042343139648,9.433924579057935,0.010003089904785156,0.04399704933166504,0.0009996891021728516,0.03900003433227539
42,Other,0.06298503,0.5296958,3,0.11700010299682617,8.547001022957447,0.009998798370361328,0.05399966239929199,0.0,0.03599905967712402
43,Other,0.06235046,0.53186864,3,0.11852025985717773,8.437376033473477,0.010000228881835938,0.05299997329711914,0.0010001659393310547,0.034520864486694336
44,Other,0.06281054,0.5316366,3,0.10100150108337402,9.900842950586714,0.010000228881835938,0.04800128936767578,0.001001119613647461,0.029998779296875
45,Other,0.061532453,0.5322894,3,0.1020357608795166,9.800485549186973,0.007999897003173828,0.04399895668029785,0.0010001659393310547,0.03203749656677246
46,Other,0.06240959,0.53121465,3,0.1100001335144043,9.090898056674195,0.010000467300415039,0.0469970703125,0.0,0.0279998779296875
47,Other,0.061736643,0.5294488,3,0.1060030460357666,9.433691175842144,0.007999897003173828,0.04300260543823242,0.0010001659393310547,0.031000137329101562
48,Other,0.061869886,0.52782905,3,0.1040339469909668,9.61224704938696,0.007999420166015625,0.039516448974609375,0.0005207061767578125,0.03299999237060547
49,Other,0.06069199,0.52680296,3,0.09599971771240234,10.416697296921411,0.008000373840332031,0.0410001277923584,0.0009999275207519531,0.029999256134033203
50,Other,0.060051262,0.525258,3,0.0950005054473877,10.526259784520944,0.007999420166015625,0.0429990291595459,0.0,0.029000520706176758
51,Other,0.05980805,0.52471536,3,0.08700251579284668,11.49392050203472,0.00799703598022461,0.04000091552734375,0.0009992122650146484,0.029002666473388672
52,Other,0.06000116,0.5226348,3,0.09199738502502441,10.8698741787931,0.00800013542175293,0.03800034523010254,0.0,0.030999422073364258
53,Other,0.059433166,0.5241298,3,0.08899974822998047,11.235986841400297,0.00800013542175293,0.03700137138366699,0.0010004043579101562,0.026998281478881836
54,Other,0.05989808,0.52182215,3,0.09199976921081543,10.869592484612893,0.008000373840332031,0.03500008583068848,0.001001119613647461,0.02799844741821289
55,Other,0.06003741,0.5196377,3,0.09400105476379395,10.63817850249449,0.008000373840332031,0.0370030403137207,0.0,0.028000354766845703
56,Other,0.059897613,0.52224195,3,0.09399914741516113,10.638394363124934,0.007000446319580078,0.03599977493286133,0.0,0.02699875831604004
57,Other,0.05936155,0.5247586,3,0.09300041198730469,10.752640538157058,0.007999897003173828,0.034999847412109375,0.0010018348693847656,0.028997421264648438
58,Other,0.059302427,0.5271263,3,0.09000420570373535,11.110591912689898,0.006999492645263672,0.036002397537231445,0.0009999275207519531,0.027001619338989258
59,Other,0.060332906,0.52370787,3,0.09299802780151367,10.752916203065153,0.006999969482421875,0.036002159118652344,0.0,0.026999711990356445
60,Other,0.059486154,0.52450424,3,0.09899759292602539,10.101255701714248,0.007999420166015625,0.03599977493286133,0.0,0.03300023078918457
61,Other,0.059055753,0.52343136,3,0.08799958229064941,11.36369030363292,0.006999492645263672,0.03499937057495117,0.0010004043579101562,0.028999805450439453
62,Other,0.058314305,0.5258685,3,0.1060018539428711,9.433797266781225,0.007999658584594727,0.03500080108642578,0.0,0.04099869728088379
63,Other,0.05859621,0.5232383,3,0.10899877548217773,9.174414992978603,0.0070002079010009766,0.03599953651428223,0.002031564712524414,0.03996920585632324
64,Other,0.059181932,0.5238355,3,0.10799980163574219,9.259276265828374,0.0070002079010009766,0.03500223159790039,0.002000093460083008,0.04099750518798828
65,Other,0.05890572,0.5242602,3,0.11400055885314941,8.771886822837041,0.009000539779663086,0.03599977493286133,0.0009996891021728516,0.043003082275390625
66,Other,0.058694083,0.5255425,3,0.11100363731384277,9.008713806131238,0.00800013542175293,0.03600001335144043,0.001001119613647461,0.04800295829772949
67,Other,0.05901158,0.5193077,3,0.10199594497680664,9.804311340292939,0.008998632431030273,0.03600168228149414,0.0,0.04099917411804199
68,Other,0.05871791,0.51718843,3,0.10700011253356934,9.345784563415933,0.007999658584594727,0.03600025177001953,0.0,0.0410003662109375
69,Other,0.058468327,0.5140458,3,0.11400008201599121,8.771923513701738,0.00800013542175293,0.037000179290771484,0.0009999275207519531,0.04700112342834473
70,Other,0.058513287,0.513426,3,0.10699963569641113,9.345826212318038,0.008000612258911133,0.03699994087219238,0.0009999275207519531,0.04499936103820801
71,Other,0.058333006,0.51212543,3,0.11500000953674316,8.695651452798309,0.007999897003173828,0.042002201080322266,0.0,0.04699826240539551
72,Other,0.05893186,0.5113093,3,0.0970001220703125,10.309265376750039,0.007999897003173828,0.036000967025756836,0.0009980201721191406,0.04300045967102051
73,Other,0.058376763,0.50989735,3,0.10499954223632812,9.523851044504996,0.006999969482421875,0.03600144386291504,0.0009999275207519531,0.040999650955200195
74,Other,0.05080816,0.4536782,3,0.11500048637390137,8.69561539721404,0.007999897003173828,0.03799915313720703,0.0010001659393310547,0.04600024223327637
75,Other,0.05080816,0.4536782,3,0.10199975967407227,9.803944668059783,0.00800013542175293,0.03599977493286133,0.0,0.04099869728088379
76,Other,0.05080816,0.4536782,3,0.1100001335144043,9.090898056674195,0.007999897003173828,0.03600144386291504,0.0,0.04399871826171875
77,Other,0.05080816,0.4536782,3,0.1080024242401123,9.259051424408659,0.008001089096069336,0.03599858283996582,0.0,0.04300189018249512
78,Other,0.050355174,0.45333543,3,0.11199760437011719,8.928762410804,0.00800013542175293,0.0370025634765625,0.0009999275207519531,0.043999671936035156
79,Other,0.05133167,0.4489949,3,0.10551905632019043,9.476961175292999,0.00800013542175293,0.037000417709350586,0.0,0.04399895668029785
80,Other,0.05133167,0.4489949,3,0.11603832244873047,8.617842613519622,0.009000062942504883,0.03704190254211426,0.0009999275207519531,0.04899740219116211
81,Other,0.05133167,0.4489949,3,0.09800028800964355,10.20405164423187,0.0070002079010009766,0.03700113296508789,0.0,0.04099869728088379
82,Other,0.05133167,0.4489949,3,0.10503339767456055,9.5207812194978,0.00800013542175293,0.036002159118652344,0.0,0.0410311222076416
83,Other,0.05736694,0.50674725,3,0.1119999885559082,8.928572340887513,0.006999969482421875,0.037000179290771484,0.0009996891021728516,0.044001102447509766
84,Other,0.048495837,0.4377572,3,0.10600018501281738,9.433945798104801,0.00800013542175293,0.03899955749511719,0.0009999275207519531,0.03999829292297363
85,Other,0.048686475,0.4358335,3,0.11155223846435547,8.96440998196134,0.006990194320678711,0.03800082206726074,0.0,0.046515464782714844
86,Other,0.050219808,0.42890832,3,0.10199999809265137,9.803921751955851,0.0069997310638427734,0.03899979591369629,0.0010001659393310547,0.046000003814697266
