class_name,accuracy,default_confidence,frame_confidence
front raises 134,0.86,0.26235348703606953,0.2685069788948935
surfing crowd 336,0.8541666666666666,0.11505482951732665,0.1168137818760422
presenting weather forecast 254,0.82,0.19802578552727051,0.2040597454080303
deadlifting 88,0.8163265306122449,0.28449351691233965,0.2893877024599301
pull ups 255,0.74,0.22109082857995727,0.22572302092620358
country line dancing 75,0.72,0.47185707085347856,0.47506826932302376
juggling balls 169,0.6938775510204082,0.22831371553588853,0.2347640398953247
snatch weight lifting 318,0.6938775510204082,0.2784499411908859,0.28377032358789106
crawling baby 77,0.68,0.12771685585145617,0.1308430888598016
clean and jerk 59,0.6326530612244898,0.34856371281400944,0.3538959055574316
riding mechanical bull 270,0.6326530612244898,0.22217307888889182,0.2254787267044106
hammer throw 148,0.62,0.20870490682832943,0.214483777364899
riding or walking with horse 273,0.6041666666666666,0.21335629386999175,0.2183318432585374
golf driving 142,0.58,0.2419736186209494,0.24824019725413896
passing American football (in game) 208,0.58,0.3381514338231892,0.3428909202932337
filling eyebrows 126,0.5714285714285714,0.034280700375799125,0.035580769621528695
shearing sheep 294,0.5714285714285714,0.17539771956069727,0.17764578728061312
push up 260,0.5625,0.16510461898788076,0.16856113756297822
skipping rope 311,0.56,0.4088337351091951,0.4131362441698637
golf putting 143,0.5510204081632653,0.23019338524907623,0.24104608347110718
spinning poi 326,0.5510204081632653,0.1473052567398276,0.15149856714389812
skiing slalom 310,0.54,0.18592387904055563,0.19186388244654135
playing tennis 246,0.5306122448979592,0.24820217060729183,0.2556898938232197
dribbling basketball 99,0.52,0.30785025328757915,0.3136139993931864
news anchoring 202,0.52,0.2205292866308318,0.224882201430861
swimming backstroke 339,0.52,0.11260499126425524,0.1152582830479946
arm wrestling 6,0.5102040816326531,0.1940846796648558,0.19568473865580177
playing squash or racquetball 245,0.5,0.3455431861881775,0.34999329840960447
pole vault 253,0.5,0.21502544076781635,0.21881728573058082
tai chi 346,0.5,0.3977066374839542,0.40277917059935603
tapping pen 351,0.4897959183673469,0.03560085793893263,0.03656481648226211
hopscotch 156,0.48,0.2702106001720023,0.2746750568084328
playing cello 223,0.48,0.27799249605038134,0.28152273604918654
squat 330,0.48,0.2631696402714687,0.2673804434132125
throwing axe 356,0.48,0.18296730633844416,0.18682013002959988
massaging back 193,0.46938775510204084,0.06234875812583651,0.06491050465291955
playing accordion 217,0.46938775510204084,0.2105573050720574,0.21386275392614773
capoeira 43,0.46,0.45428824961506226,0.45690189863813463
marching 192,0.46,0.30270069003736105,0.3127540154593729
roller skating 280,0.46,0.31152289334601846,0.31643126073385636
skateboarding 306,0.46,0.24369276269868678,0.2488303507287854
throwing discus 358,0.46,0.23896650508199113,0.24407407030654105
gymnastics tumbling 147,0.4489795918367347,0.21816491407163455,0.22194102651649972
zumba 399,0.4444444444444444,0.49228744026708654,0.4947128494047042
juggling soccer ball 171,0.44,0.2535232768479915,0.2593103022470725
lunge 183,0.44,0.252756688335207,0.25912334563724493
sled dog racing 315,0.44,0.19109902980608104,0.1953967458920721
sign language interpreting 303,0.4375,0.21492740962751664,0.2198157580657736
bench pressing 19,0.42,0.18163366831637964,0.18434257744825214
hurling (sport) 161,0.42,0.24751853030343984,0.252697016955635
long jump 182,0.42,0.31144379679560924,0.3157102996799688
swimming butterfly stroke 341,0.42,0.07630281496558135,0.0788346806134292
tango dancing 348,0.42,0.364985757061845,0.36758723344586014
belly dancing 18,0.40816326530612246,0.2975842421073455,0.3014304030994318
jumpstyle dancing 173,0.40816326530612246,0.28887958485426435,0.29314406621432854
playing drums 230,0.40816326530612246,0.20805076094875402,0.21172591074249725
playing poker 242,0.40816326530612246,0.1840429894802469,0.18735544099956083
salsa dancing 283,0.40816326530612246,0.39177058850618474,0.3940586233162697
ice skating 164,0.4,0.276385642501321,0.28067611681933113
shaking head 289,0.4,0.12125722754905922,0.12377688960014678
carrying baby 44,0.3958333333333333,0.21008438739331822,0.21292870665183725
running on treadmill 281,0.3958333333333333,0.15584771702607803,0.1587407582518673
cheerleading 55,0.3877551020408163,0.3736797672733604,0.37570441234435936
chopping wood 56,0.3877551020408163,0.21071532964446157,0.21477757552403254
krumping 179,0.3877551020408163,0.3520567196970857,0.3556001314421822
playing ice hockey 235,0.3877551020408163,0.28718542329463226,0.2905907859982524
dying hair 108,0.3829787234042553,0.09252018846618851,0.09468513102411646
