class_name,accuracy,default_confidence,frame_confidence
ice fishing 163,0.0,0.13620765405580582,0.14277007009438006
ice skating 164,0.0,0.2545010495786313,0.2579461921081911
ironing 165,0.0,0.09420062955330917,0.09887139787033997
javelin throw 166,0.0,0.27574804712931317,0.28049713452521363
jetskiing 167,0.0,0.07357721646681979,0.07730343456357079
krumping 179,0.0,0.3707696309165349,0.3733251853747331
laying bricks 181,0.0,0.14483555690501554,0.1479435894076562
making a sandwich 185,0.0,0.080544849369261,0.082037421197344
making bed 186,0.0,0.13666042154453417,0.13914856851969326
making jewelry 187,0.0,0.028807803001353348,0.03033227556695331
making pizza 188,0.0,0.10543883105030769,0.10722270605128215
making snowman 189,0.0,0.1725057247656363,0.17533873130638822
making sushi 190,0.0,0.08307232758424903,0.08450454157393572
making tea 191,0.0,0.06293839464540836,0.0643586692287307
massaging feet 194,0.0,0.060460710972998044,0.06315437365390388
mopping floor 198,0.0,0.13140217521367245,0.1346224345708826
motorcycling 199,0.0,0.1209868875850986,0.12379320973673844
mowing lawn 201,0.0,0.14631975922054713,0.15021375868007752
opening bottle 203,0.0,0.09194035635171113,0.09392942373571067
opening present 204,0.0,0.17817420202184608,0.18069660902987628
paragliding 205,0.0,0.07463310209347142,0.08138142844385306
peeling apples 210,0.0,0.06201855220882981,0.06435616419772802
peeling potatoes 211,0.0,0.06759466050995719,0.07213326892378147
petting animal (not cat) 212,0.0,0.15157337212148073,0.15354529452550514
petting cat 213,0.0,0.027076723871407693,0.02841840992657098
playing bagpipes 219,0.0,0.3179686190569843,0.32178364236503126
playing cards 222,0.0,0.024429190400794693,0.025189789182966483
playing cricket 227,0.0,0.28486091112063316,0.28939317625246014
playing cymbals 228,0.0,0.1338601618696142,0.13939441743323178
playing flute 231,0.0,0.1798327509785139,0.18341171126996259
playing harmonica 233,0.0,0.17749036884452032,0.18076603886247172
playing harp 234,0.0,0.1814667486897222,0.18439373157399838
playing keyboard 236,0.0,0.10523261036355923,0.10933384298172781
playing monopoly 238,0.0,0.11877537788550058,0.12061497473732813
playing recorder 243,0.0,0.17046053714575587,0.17304914981422936
playing saxophone 244,0.0,0.20518271629192208,0.20853848357712498
playing squash or racquetball 245,0.0,0.3417917431866681,0.3460126017401733
playing trombone 247,0.0,0.2412633597733663,0.24403487931684917
playing trumpet 248,0.0,0.18283137751454578,0.1858315516553868
playing violin 250,0.0,0.23054061908015508,0.23355805970556387
playing xylophone 252,0.0,0.23334356239460124,0.23670762388543318
pumping gas 257,0.0,0.0973094006655393,0.10010452848696959
pushing car 261,0.0,0.15648108400978422,0.16024281173882515
pushing wheelchair 263,0.0,0.22977317504882816,0.23363241679871988
recording music 266,0.0,0.11188710011023062,0.11655934247621129
riding a bike 267,0.0,0.21363559941450763,0.21830474323007917
ripping paper 276,0.0,0.12917487516888868,0.1319351601919684
robot dancing 277,0.0,0.26770443346941913,0.2771505709186267
rock climbing 278,0.0,0.1446566455770422,0.15056802897054156
rock scissors paper 279,0.0,0.18803568209895385,0.19062917893827572
salsa dancing 283,0.0,0.43483812927569027,0.43695048065235326
scrambling eggs 285,0.0,0.03366234419963977,0.03478890081950411
shaking hands 288,0.0,0.20113124274085334,0.20315740499047721
sharpening knives 290,0.0,0.03786663474153589,0.040682882231204844
sharpening pencil 291,0.0,0.025010724380722747,0.02588321134842139
shaving legs 293,0.0,0.056277758991828665,0.0575513542431763
shining shoes 295,0.0,0.08260857265216331,0.08407607094334658
shooting basketball 296,0.0,0.23564785986123268,0.2397284782882691
shot put 298,0.0,0.33202774409541386,0.3367151227732243
shoveling snow 299,0.0,0.15055621338597053,0.15431001179620266
shredding paper 300,0.0,0.05393456328665771,0.057706163433486314
shuffling cards 301,0.0,0.02543187407319147,0.026889400410669687
side kick 302,0.0,0.3718236456976997,0.376043389611375
singing 304,0.0,0.21629998030485934,0.21904385760874173
slacklining 313,0.0,0.2474849594243079,0.25263092864678716
smoking 316,0.0,0.10174190170910896,0.10402363647104616
sneezing 319,0.0,0.09556905561376501,0.0978914867493817
sniffing 320,0.0,0.09441696008782326,0.09657932557051173
snowboarding 322,0.0,0.1021641675725145,0.10756902480659969
somersaulting 325,0.0,0.14526357857033056,0.14866767757278607
spraying 328,0.0,0.10366575319148874,0.10649283583679288
stomping grapes 332,0.0,0.2824797091413427,0.28457510729254354
strumming guitar 335,0.0,0.08386896251506276,0.08611547420004716
sweeping floor 338,0.0,0.14990082378387456,0.15651132525281874
tai chi 346,0.0,0.4007151158085576,0.40452115201062605
tap dancing 349,0.0,0.4135901382090194,0.41695943854797113
tasting food 353,0.0,0.21619875745420103,0.21836415466519418
texting 355,0.0,0.08682151405539192,0.09085047780505283
throwing ball 357,0.0,0.2638644064302797,0.26795002509085436
throwing discus 358,0.0,0.2471390525535301,0.2524480169722756
tossing coin 361,0.0,0.18496447135607405,0.1876133784585696
trapezing 364,0.0,0.08491207656507138,0.08747638951411134
triple jump 367,0.0,0.2743130001549638,0.2785178581296862
unboxing 371,0.0,0.033263337729288966,0.03512682252548278
using computer 373,0.0,0.04033137509521893,0.04156480386523458
using remote controller (not gaming) 374,0.0,0.05204819457623782,0.05362874417797853
waiting in line 377,0.0,0.24698574848881477,0.24916930471929077
washing dishes 379,0.0,0.1164129638177377,0.11854590540080853
washing hands 382,0.0,0.06247987729531749,0.0639578674104724
watering plants 385,0.0,0.15921798276548033,0.16261988541249595
waxing chest 387,0.0,0.10378759244636251,0.10738805103857611
waxing eyebrows 388,0.0,0.04420168548866554,0.045507599982333655
waxing legs 389,0.0,0.11868937789510799,0.12021256068224043
weaving basket 390,0.0,0.08236062947732428,0.08407189852885616
welding 391,0.0,0.05275990562085754,0.0541938717194
wrapping present 394,0.0,0.1205750485324355,0.12326803983731502
wrestling 395,0.0,0.315963985188802,0.31811307311179143
yoga 398,0.0,0.24309682810027222,0.24664970370418607
