class_name,accuracy,default_confidence_P0,default_confidence_P1,frame_confidence_P0,frame_confidence_P1
flipping pancake 129,0.12244897959183673,0.1992074449748497,0.04966445957091046,0.8271413882791869,0.09762415071388454
sailing 282,0.12244897959183673,0.13988897523470512,0.044489516134553105,1.1193422667558879,0.11208161964898039
blasting sand 23,0.12,0.11853340352744413,0.011077546844957068,0.8349102447836051,0.12502297151884265
blowing glass 24,0.12,0.22592010858193462,0.08189659398441469,0.5944789931503027,0.05851244358795537
climbing ladder 67,0.12,0.2504594237617993,0.06013146373418666,0.4714933990602156,0.04855963565846413
doing aerobics 95,0.12,0.5995111532786005,0.50014036768967,0.29071322271576344,0.009139400794642679
flying kite 130,0.12,0.15123009379253533,0.03850147964023026,1.229145367530625,0.1249078911311931
playing flute 231,0.12,0.30127284930568243,0.07896445805014732,0.39823083247334634,0.07664162256928207
shooting basketball 296,0.12,0.37196635060961464,0.13635252433875347,0.3924696199280442,0.04492499629419123
tasting food 353,0.12,0.26976430323246414,0.13287128068963236,0.32983822115028133,0.027219081891770344
ice fishing 163,0.10416666666666667,0.203272946630919,0.0373608108250087,0.7639226542474363,0.0979505415750228
breading or breadcrumbing 33,0.10204081632653061,0.060086018193038375,0.011113939514729988,1.5014737428296783,0.21358487486671737
curling hair 80,0.10204081632653061,0.1636090333104653,0.024309791190156124,0.40475382592445736,0.05505239320139529
folding napkins 132,0.10204081632653061,0.06334852132623116,0.016910832970577896,2.0428794227904414,0.22502845630590312
passing American football (not in game) 209,0.10204081632653061,0.28491047370533285,0.050356646114025905,0.7699404005024336,0.09916069419857297
petting animal (not cat) 212,0.10204081632653061,0.1879495458006933,0.06896155111378918,0.5895271272136339,0.05460618512655454
planting trees 215,0.10204081632653061,0.3030311939674928,0.1657629748448687,0.41927743141274276,0.0260000341440747
playing trumpet 248,0.10204081632653061,0.3066877175626481,0.11624166695905103,0.3622460160396759,0.04158194750588934
sword fighting 345,0.10204081632653061,0.4071670166372848,0.22749054887790868,0.3418153541476133,0.010855055799501408
wrapping present 394,0.10204081632653061,0.1627519236852207,0.034703333465598465,0.9118612027517122,0.12409041406355739
answering questions 2,0.1,0.28230025315702023,0.12623722506413046,0.37459469586545013,0.0637601394554502
applauding 3,0.1,0.2615837044981839,0.17358900997844967,0.5383214325205362,0.02216384355399007
brushing hair 36,0.1,0.1569488720473169,0.033090050448329744,0.5033684183516284,0.057350026005190624
building cabinet 38,0.1,0.1661554568073564,0.02095443946640901,0.8625214698409939,0.1177674677045967
catching or throwing frisbee 49,0.1,0.30333443219413303,0.07576423554945069,0.6733568544886,0.0930923051488027
clay pottery making 58,0.1,0.07155956703222249,0.010096366331901077,1.2261871354756047,0.19321450372284232
dodgeball 94,0.1,0.4516340594160239,0.29946605119893904,0.369092371481575,0.012960661970116985
egg hunting 118,0.1,0.3524714061157306,0.14800267191955058,0.35983297879734544,0.019970677845430582
